Wavelength [nm],#2-IF@532∆10.csv
566.43,-0.0031749420080674313
566.63,-0.0014278235041878425
566.82,0.0026973637040168755
567.02,0.0012025705248472891
567.22,0.00024369903205015124
567.42,0.0020341321166935525
567.62,0.00014060563557013553
567.82,-0.0001479012465117018
568.02,0.0011083873537486575
568.22,0.0024499873538994833
568.41,0.0019947654494426367
568.61,0.003257390565854779
568.81,0.0013046593933211928
569.01,-0.0003437520696082134
569.21,0.0026030087937765527
569.41,0.0032539072239537964
569.61,0.0001427336530706793
569.8,-0.0008296095376755009
570.0,0.0010999908592794734
570.2,-0.0014966816103697774
570.4,0.0024723410985769676
570.6,-0.00024653025325985906
570.8,0.0024752241631655503
571.0,-0.0003431503722709276
571.19,-0.0006444692289910982
571.39,0.0015600007495089902
571.59,0.0031229923435312375
571.79,-0.0011075276285811893
571.99,0.002183692324148453
572.19,-0.0017803342023594662
572.38,-5.102807689757245e-05
572.58,0.0006172786555060161
572.78,0.003021874308127564
572.98,0.0003363108753178873
573.18,0.0018842867610840692
573.38,-5.0856306026260914e-05
573.57,0.0022388789478469916
573.77,0.003586630891024888
573.97,-0.00024330437099936113
574.17,0.0025318058322705336
574.37,0.0010082569001174549
574.57,4.508245098488324e-05
574.76,-0.0017503969911249976
574.96,0.0015663799246126249
575.16,0.0009955080733276716
575.36,0.00033321167366526656
575.56,-0.001493083981045404
575.75,0.0012747820871501663
575.95,-0.0011932769481710758
576.15,0.0008941466842032199
576.35,0.0016822754255824358
576.55,-5.0323904505081205e-05
576.74,-0.0031728287942127237
576.94,-0.0011884098816469283
577.14,0.004242841684658337
577.34,-0.0013707077148208456
577.54,-0.0014821111552467624
577.74,0.0016576944565700814
577.93,-5.066140707060549e-05
578.13,0.0008893608727828926
578.33,0.00023165968484167087
578.53,0.00032604446570772797
578.72,0.0003219021917703156
578.92,0.0009709537727941524
579.12,0.0023414141893898835
579.32,-0.0013760303619276652
579.52,0.0007110391133133468
579.71,0.0005204507014108323
579.91,-0.0010036514809088444
580.11,0.0018527309898265837
580.31,0.0033537861800610118
580.51,0.0007981576285059238
580.7,-0.004542352720753423
580.9,0.0009861328247403858
581.1,-0.0008901679288860296
581.3,-0.0010973024846968207
581.49,0.00032579965245786664
581.69,0.0006830225969656996
581.89,0.003037114569570518
582.09,-0.00033223052666835404
582.29,0.0018382134453444811
582.48,-0.00023920766798383634
582.68,-0.0012767247410652145
582.88,-0.0006177598292736434
583.08,0.0007100255123755399
583.27,-4.9072283473552907e-05
583.47,0.004075883954170677
583.67,-4.9494866170255296e-05
583.87,0.0016416509526273719
584.06,0.0008905315827550101
584.26,-0.0014826771991585418
584.46,-0.0035170683837700387
584.66,0.0011653746257574383
584.85,-0.0020042670628094062
585.05,-0.0020151481226462543
585.25,0.0013569564509062098
585.45,-0.0005239816193929754
585.64,-0.001765575090412454
585.84,-0.0006145037095371277
586.04,-0.0012490248738936496
586.24,0.0022918556754169123
586.43,0.002315931450063136
586.63,0.0013542896442793166
586.83,0.00107443955797375
587.03,-0.0012606637708159484
587.22,-0.0001422982336603924
587.42,4.413245531083934e-05
587.62,0.0020108902729036532
587.82,-0.0006120266782934839
588.01,4.370269225265057e-05
588.21,-0.0008010895628943116
588.41,-0.0008899185232391654
588.6,0.0010825512361757497
588.8,4.4566539374201044e-05
589.0,0.0018145729685951192
589.2,-0.002841876542614583
589.39,-4.886820245796722e-05
589.59,-0.0006158368816056103
589.79,0.00013751712659813592
589.98,-0.002199882220034631
590.18,-0.0011816846011534535
590.38,-0.0008760103137069288
590.58,0.0007119877553189157
590.77,-0.0037072810000246237
590.97,-0.0006998649424509013
591.17,-0.0014389860898011283
591.36,0.0034806858190704996
591.56,0.0004141758084675165
591.76,0.0035899152081831976
591.96,0.0008749016857059443
592.15,0.0007875466633938649
592.35,0.0036206604125217
592.55,-0.0003276952601101968
592.74,-0.0013613320359278373
592.94,0.00013791675560443145
593.14,0.0007859391973408259
593.33,-0.0009652812061694856
593.53,0.004071684558831213
593.73,0.000599938838919927
593.92,-0.0012459191262333684
594.12,0.0015314273712458912
594.32,-0.0002320304313026509
594.51,0.0006894516552316869
594.71,0.00031985553799204666
594.91,0.0037548203436439916
595.11,-0.0015291013443113567
595.3,0.0006967168434735245
595.5,0.0011363848670377299
595.7,0.0012574097359439591
595.89,0.0006069158721489075
596.09,-0.0010710026288853884
596.29,0.00013508028359593982
596.48,0.000971854934208663
596.68,0.002191018536520505
596.88,-0.00023599307261301704
597.07,0.000605326265473425
597.27,-0.000609285102123229
597.47,4.482087900244835e-05
597.66,-0.0006090577457212398
597.86,-4.8981370751987024e-05
598.06,-0.0010765029139472755
598.25,-0.002290809516786668
598.45,0.000693418996341943
598.64,-0.0007950407697309064
598.84,0.0022651259503923137
599.04,0.001339497530270217
599.23,0.0020631944538479587
599.43,-0.0015393547172428126
599.63,-0.002267305284892774
599.82,0.00031982606764735977
600.02,0.004713205271829776
600.22,-0.002279738146046996
600.41,0.002483818390651747
600.61,-0.0005166853742405579
600.81,0.000776715295750431
601.0,-0.003562705580685083
601.2,0.00304686274644634
601.39,0.0017931827254191058
601.59,0.0019808367566842905
601.79,0.0008726445970108727
601.98,-0.00014261682751048036
602.18,0.0011403333641413049
602.38,0.0007973312594820668
602.57,0.0009647810185714582
602.77,0.002888686178057788
602.96,-0.0008030507120936149
603.16,0.0020846312918941018
603.36,0.0016344328598738862
603.55,-0.00014227174841266208
603.75,4.304793864453244e-05
