Wavelength [nm],#8-IR-cutoff-700.csv
599.43,0.9093827606341941
599.63,0.8924986741633929
599.82,0.9075871691747327
600.02,0.9071762925539687
600.22,0.9107762844380374
600.41,0.9132064276184134
600.61,0.9115926784640359
600.81,0.8853891442576334
601.0,0.9074388401099912
601.2,0.8915840772033434
601.39,0.8967626310393205
601.59,0.9203835701720298
601.79,0.9132996273114891
601.98,0.9237835539643618
602.18,0.9072827076191174
602.38,0.945597292527127
602.57,0.9198413132422906
602.77,0.9590461981773075
602.96,0.952544478543711
603.16,0.9387725068934322
603.36,0.9379763520414258
603.55,0.9404400247586318
603.75,0.9189693206213756
603.95,0.9313393875079523
604.14,0.9191825356928558
604.34,0.9274503294286096
604.53,0.9155821022307212
604.73,0.9309645643580234
604.93,0.9516884479713392
605.12,0.937850623913187
605.32,0.9528269838720117
605.51,0.9498306260747447
605.71,0.9455294791911101
605.91,0.9367811792343542
606.1,0.9368428978049264
606.3,0.9306779464192017
606.49,0.9407902231717565
606.69,0.9470546714936023
606.89,0.9478527637382766
607.08,0.9327040794869274
607.28,0.9292625631675935
607.47,0.9638948207213662
607.67,0.9422962901797352
607.87,0.9531771340614282
608.06,0.9436505433242446
608.26,0.9653063093093357
608.45,0.9600090666527653
608.65,0.9603672677455295
608.84,0.9669924119246511
609.04,0.9676204315644513
609.24,0.9511044666341549
609.43,0.9474742506794009
609.63,0.9450601860111445
609.82,0.9607299629547942
610.02,0.935654543301309
610.21,0.9341648593095713
610.41,0.9589927968549407
610.61,0.9490234894399765
610.8,0.9496738481261576
611.0,0.9525919525692149
611.19,0.9429671346766363
611.39,0.9645652898461097
611.58,0.9447311101061427
611.78,0.963203083264586
611.98,0.961603665061991
612.17,0.9725930748488688
612.37,0.9821139890323822
612.56,0.9584427989920528
612.76,0.9815499326229163
612.95,0.9770022854535637
613.15,0.9652720066037558
613.34,0.9573277216002724
613.54,0.9577086988224822
613.73,0.9459320932511752
613.93,0.9460926566246057
614.13,0.9460282522225104
614.32,0.9393304854481
614.52,0.9421920208764468
614.71,0.9542184982807908
614.91,0.9441538860910014
615.1,0.9472820013398319
615.3,0.9653399314095871
615.49,0.9513532576685997
615.69,0.9458070804469663
