Wavelength [nm],#28-IR750-cutoff.csv
563.64,0.6687277148497649
563.84,0.6867128111442428
564.04,0.7114869709665249
564.24,0.6957410824586142
564.44,0.7141864844398043
564.64,0.7306317620291211
564.84,0.7533454736037949
565.03,0.7648096711816685
565.23,0.7769844693170669
565.43,0.7903988570051032
565.63,0.8082427498954434
565.83,0.8041551816745058
566.03,0.8388110269911543
566.23,0.8408431792166776
566.43,0.850372914370659
566.63,0.8740107487995713
566.82,0.8783441994318477
567.02,0.8811047276942592
567.22,0.9067104497222647
567.42,0.8871675195890433
567.62,0.8923875283832586
567.82,0.8964830475591248
568.02,0.893810999971152
568.22,0.8978499553148048
568.41,0.9204869877569561
568.61,0.907644138219781
568.81,0.8998592918747764
569.01,0.8881687966329818
569.21,0.8928164526851243
569.41,0.8947160812955761
569.61,0.8605865620278927
569.8,0.8632358410914597
570.0,0.848012238217525
570.2,0.8516693876433107
570.4,0.8292642646679378
570.6,0.8227633341130188
570.8,0.8118647865542999
571.0,0.8086249324455498
571.19,0.8025758174550673
571.39,0.7612343731634901
571.59,0.7727332012453222
571.79,0.7591616378692205
571.99,0.771244683651251
572.19,0.7558484721649534
572.38,0.7390583827154366
572.58,0.7338667755510988
572.78,0.7346960838595161
572.98,0.7152537718223065
573.18,0.7257455951794562
573.38,0.714834507698849
573.57,0.712785971750666
573.77,0.721655131856974
573.97,0.7118383323786895
574.17,0.7141209672674903
574.37,0.7187416981595415
574.57,0.7266675086646062
574.76,0.7287791974951414
574.96,0.711853141363137
575.16,0.71916070906439
575.36,0.7441797588928671
575.56,0.7443385070751153
575.75,0.7493250803248873
575.95,0.7474158513635322
576.15,0.7560531489210981
576.35,0.7664044367459937
576.55,0.7778723395514736
576.74,0.7855683775070572
576.94,0.7984343561346755
577.14,0.8173920474259304
577.34,0.8054619936585679
577.54,0.8156043611215156
577.74,0.8214331667902742
577.93,0.8451732258254622
578.13,0.8555796839306711
578.33,0.8593856061441408
578.53,0.8584507515747272
578.72,0.869986206574477
578.92,0.8681437438523216
579.12,0.9028844859885136
579.32,0.899322546082027
579.52,0.9173921125667006
579.71,0.9122946469540973
579.91,0.908488381542551
580.11,0.9173126809561639
580.31,0.9096106839567535
580.51,0.8982425280753217
580.7,0.9158023201648764
580.9,0.8903797000950224
581.1,0.8899525277375184
581.3,0.9004423104773728
581.49,0.8880282301178652
581.69,0.8556471038953992
581.89,0.8785012864082815
582.09,0.8871154499386846
582.29,0.8636767596912018
582.48,0.8729599720164458
582.68,0.8565560205837494
582.88,0.8451999380538353
583.08,0.8365402989901366
583.27,0.822467160794517
583.47,0.8021653281061288
583.67,0.8097996468019414
583.87,0.7874553801839852
584.06,0.7960598120650287
584.26,0.7846941141115357
584.46,0.767957764165277
584.66,0.7617150065764507
584.85,0.7412831126853529
585.05,0.7373512839203974
585.25,0.7513238167612961
585.45,0.7506508860812141
585.64,0.7419593667511807
585.84,0.738998775393985
586.04,0.729030346887517
586.24,0.7227808028535844
586.43,0.7358626223370448
586.63,0.7126004145344936
586.83,0.7180716421068449
